FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri Belgaroui,"6' 5""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo Bellato,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",http://ufcstats.com/fighter-details/80eacd4da0617c57
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",http://ufcstats.com/fighter-details/436f970c9ea9169c
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin Bennett,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",http://ufcstats.com/fighter-details/7030c27fc9778964
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",http://ufcstats.com/fighter-details/20999e27ddd94bda
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",http://ufcstats.com/fighter-details/aa8189053b3a8994
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",http://ufcstats.com/fighter-details/e05f4ce199baca91
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",http://ufcstats.com/fighter-details/7e511f8d842a109d
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",http://ufcstats.com/fighter-details/9cd047a828dd7515
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",http://ufcstats.com/fighter-details/1efa064872f089d0
Blake Bilder,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",http://ufcstats.com/fighter-details/5095b0920a3602aa
Jonas Bilharinho,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",http://ufcstats.com/fighter-details/ebbf571f349e79d9
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",http://ufcstats.com/fighter-details/c5a126ace82a6025
Angad Bisht,"5' 7""",125 lbs.,"67""",Orthodox,"Jun 05, 1995",http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Caio Bittencourt,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991",http://ufcstats.com/fighter-details/a653cb5eb4b39339
Davi Bittencourt,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994",http://ufcstats.com/fighter-details/dd6ec6f941c3a414
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/7e69a4b0961aa555
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Da'Mon Blackshear,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",http://ufcstats.com/fighter-details/da22387a0407a2dc
Chasen Blair,"5' 10""",155 lbs.,"71""",Orthodox,"Oct 14, 1998",http://ufcstats.com/fighter-details/0f4a536507f33576
Erin Blanchfield,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",http://ufcstats.com/fighter-details/669970f7feba8ecd
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",http://ufcstats.com/fighter-details/4a1329cc8eb0928a
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",http://ufcstats.com/fighter-details/fa6796c55d6c5440
Tereza Bleda,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",http://ufcstats.com/fighter-details/59c438c81fbf3ece
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",http://ufcstats.com/fighter-details/c5af5750e8bae4f0
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",http://ufcstats.com/fighter-details/c80095f6092271a7
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",http://ufcstats.com/fighter-details/8a56ea383fd26e52
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",http://ufcstats.com/fighter-details/d61316139d68dbe3
Mandy Bohm,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",http://ufcstats.com/fighter-details/297a2b35444c245b
Gaston Bolanos,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",http://ufcstats.com/fighter-details/96924b0019b3aff1
Denys Bondar,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",http://ufcstats.com/fighter-details/2526be54e6a0e62a
Gabriel Bonfim,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",http://ufcstats.com/fighter-details/01641ba5df0c69b0
Ismael Bonfim,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",http://ufcstats.com/fighter-details/eb393afdbe3293d5
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",http://ufcstats.com/fighter-details/a4de54ea806fb525
Kevin Borjas,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",http://ufcstats.com/fighter-details/34b96d52db1d26e6
Calen Born,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",http://ufcstats.com/fighter-details/3c85e04b08a05751
Caio Borralho,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",http://ufcstats.com/fighter-details/4126a78111c0855a
Zachary Borrego,"6' 2""",185 lbs.,"78""",Switch,"Jul 18, 1996",http://ufcstats.com/fighter-details/b8fdb2903a2582a8
Viacheslav Borshchev,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992",http://ufcstats.com/fighter-details/19c591115a58982c
Tanner Boser,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",http://ufcstats.com/fighter-details/e023fa2e648ea0f1
Poliana Botelho,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",http://ufcstats.com/fighter-details/5c126c6aac3ef364
Ilian Bouafia,"6' 5""",185 lbs.,"78""",Southpaw,"Nov 13, 1996",http://ufcstats.com/fighter-details/d5e929c26f25f0d3
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",http://ufcstats.com/fighter-details/5488b3c67600333a
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",http://ufcstats.com/fighter-details/b26d3e3746fb4024
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",http://ufcstats.com/fighter-details/3b9f723e2720a238
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/a6959da32f0e6b5d
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",http://ufcstats.com/fighter-details/45f7cb591c3ab00b
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/3d074044a33825e7
Adam Bramhald,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 24, 1994",http://ufcstats.com/fighter-details/3c99bd6cb5d835ef
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",http://ufcstats.com/fighter-details/d2c55d1d2e67773b
Billy Brand,"5' 6""",135 lbs.,"65""",Orthodox,"Jul 03, 1996",http://ufcstats.com/fighter-details/edae6db2b3453632
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
Bruna Brasil,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993",http://ufcstats.com/fighter-details/7138a15258dabf20
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993",http://ufcstats.com/fighter-details/9c44f290f5726d95
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989",http://ufcstats.com/fighter-details/d80ee110748171ac
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",http://ufcstats.com/fighter-details/1588b787bda7b540
Elves Brener,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997",http://ufcstats.com/fighter-details/48a9a128784d53d1
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",http://ufcstats.com/fighter-details/98f6da59d765ec94
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",http://ufcstats.com/fighter-details/11547e29f253fb89
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",http://ufcstats.com/fighter-details/497ba5b12a4bfc47
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",http://ufcstats.com/fighter-details/81801f57bd0a7c41
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",http://ufcstats.com/fighter-details/01fcef7e3d051722
Joanderson Brito,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",http://ufcstats.com/fighter-details/791c8437b341fba5
Kaik Brito,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 26, 1997",http://ufcstats.com/fighter-details/b07f14fc0e53f8bd
Antwain Britt,"6' 1""",205 lbs.,"77""",,"May 09, 1978",http://ufcstats.com/fighter-details/2833f50b20e96e52
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,"Aug 13, 1985",http://ufcstats.com/fighter-details/b0a6124751a56bc4
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",http://ufcstats.com/fighter-details/81d9df19e255b8b6
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/a7d687e6ecb30981
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",http://ufcstats.com/fighter-details/31123249b0bbf52e
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",http://ufcstats.com/fighter-details/e0b74df14f52cd15
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",http://ufcstats.com/fighter-details/c6aee362c7a7d482
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",http://ufcstats.com/fighter-details/d024ed963e8bf7ea
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Cody Brundage,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",http://ufcstats.com/fighter-details/f14f644d41ade29f
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",http://ufcstats.com/fighter-details/b1a3e0aca758b322
Robert Bryczek,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990",http://ufcstats.com/fighter-details/f96856f9d69fd7e4
Lukasz Brzeski,"6' 3""",236 lbs.,"78""",Orthodox,"May 17, 1992",http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Marcus Buchecha,"6' 2""",255 lbs.,"77""",Orthodox,"Jan 08, 1990",http://ufcstats.com/fighter-details/095854a135e6db55
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",http://ufcstats.com/fighter-details/231926533134ec1f
Joaquin Buckley,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",http://ufcstats.com/fighter-details/b9437600497350f3
Martin Buday,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",http://ufcstats.com/fighter-details/8eb046f83e82bf26
Julia Budd,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",http://ufcstats.com/fighter-details/dcdc4503b9d49977
Dylan Budka,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",http://ufcstats.com/fighter-details/a817e238b2747404
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",http://ufcstats.com/fighter-details/b98209144b63ae26
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991",http://ufcstats.com/fighter-details/cc8c623cca88f54f
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Modestas Bukauskas,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994",http://ufcstats.com/fighter-details/476fe566d2df676e
Felipe Bunes,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989",http://ufcstats.com/fighter-details/53c10176e3bc7416
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",http://ufcstats.com/fighter-details/98d961097baaf308
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",http://ufcstats.com/fighter-details/6da99156486ed6c2
Justin Burlinson,"6' 1""",170 lbs.,"74""",Switch,"May 19, 1997",http://ufcstats.com/fighter-details/dadd80ef954e54ed
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",http://ufcstats.com/fighter-details/23024fdfc966410a
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",http://ufcstats.com/fighter-details/4f140403000158b5
Dakota Bush,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 09, 1994",http://ufcstats.com/fighter-details/3033c1c080672475
Jesse Butler,"5' 10""",135 lbs.,"73""",Orthodox,"May 24, 1992",http://ufcstats.com/fighter-details/a75a48bfe776b2c2
JP Buys,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996",http://ufcstats.com/fighter-details/0b362247806341e5
Dennis Buzukja,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997",http://ufcstats.com/fighter-details/c4d039123e62f6a9
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/76ee3d666c648f6b
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",http://ufcstats.com/fighter-details/7aa3d6964eff4877
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989",http://ufcstats.com/fighter-details/ed2a8cc402173781
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Carlos Calderon,"5' 11""",145 lbs.,"71""",Southpaw,"Feb 10, 1996",http://ufcstats.com/fighter-details/7d4d7583df7eebf9
Nicolle Caliari,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996",http://ufcstats.com/fighter-details/fc0a4053eb8a3a59
Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",http://ufcstats.com/fighter-details/98215d037be5bcb7
Frank Camacho,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989",http://ufcstats.com/fighter-details/764342d39cdaa54a
Lucas Camacho,"6' 4""",265 lbs.,"80""",Orthodox,"Dec 15, 1992",http://ufcstats.com/fighter-details/71d25689f70e4036
Matheus Camilo,"5' 10""",155 lbs.,"69""",Orthodox,"Jan 02, 2001",http://ufcstats.com/fighter-details/72f890c5d421e705
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978",http://ufcstats.com/fighter-details/7abe471b61725980
Chris Camozzi,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",http://ufcstats.com/fighter-details/6c2030e0a143a94b
Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",http://ufcstats.com/fighter-details/1999ffb5cebc314f
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",http://ufcstats.com/fighter-details/784285b7ae7dd85f
Charlie Campbell,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995",http://ufcstats.com/fighter-details/b39f7a6c2be17ee8
Kitt Campbell,"6' 1""",170 lbs.,"73""",Orthodox,"Jun 26, 1994",http://ufcstats.com/fighter-details/903ef36a6adc09a3
Kurtis Campbell,"5' 9""",145 lbs.,"72""",Switch,"Jul 29, 2002",http://ufcstats.com/fighter-details/9d51798e61f2e0c7
Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",http://ufcstats.com/fighter-details/901cddcbfa079097
Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",http://ufcstats.com/fighter-details/c2a670b22d2e196f
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",http://ufcstats.com/fighter-details/32be4b7f7de1c905
Carlos Candelario,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991",http://ufcstats.com/fighter-details/760a55d5b6098cbe
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",http://ufcstats.com/fighter-details/24b033b3daf1c9df
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",http://ufcstats.com/fighter-details/d05412b513b19621
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",http://ufcstats.com/fighter-details/13a0275fa13c4d26
Steve Cantwell,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986",http://ufcstats.com/fighter-details/f1f9e48a0d150757
Phil Caracappa,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 05, 1992",http://ufcstats.com/fighter-details/bd81a97864acf098
Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Chris Cariaso,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",http://ufcstats.com/fighter-details/b2e3aca4cd363477
Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",http://ufcstats.com/fighter-details/52e76bb4b3e852f3
Spike Carlyle,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",http://ufcstats.com/fighter-details/be68b375707dcb85
Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",http://ufcstats.com/fighter-details/3591d0d5d382a381
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Roan Carneiro,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",http://ufcstats.com/fighter-details/1c86754617d9813a
Ariane Carnelossi,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Luana Carolina,"5' 6""",135 lbs.,"69""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/528b071cf3da7c56
Clayton Carpenter,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996",http://ufcstats.com/fighter-details/b62d5280966b2460
Jack Cartwright,"5' 9""",135 lbs.,"68""",Orthodox,"May 26, 1994",http://ufcstats.com/fighter-details/1f592bfefb0d62a3
Antonio Carvalho,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979",http://ufcstats.com/fighter-details/fef3d17e27e916e7
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",http://ufcstats.com/fighter-details/68dd7b3783c19f9c
Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",http://ufcstats.com/fighter-details/1f4b04a926ef1287
Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",http://ufcstats.com/fighter-details/8d9586726252dbf7
Cortney Casey,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",http://ufcstats.com/fighter-details/5f179af5fffeb9f6
John Castaneda,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",http://ufcstats.com/fighter-details/2a74bbba57058f12
Rafael Cavalcante,"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980",http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
Jacqueline Cavalcanti,"5' 8""",135 lbs.,"70""",Orthodox,"Aug 29, 1997",http://ufcstats.com/fighter-details/e3964ece586e0635
Igor Cavalcanti,"5' 11""",170 lbs.,"79""",Orthodox,"Oct 10, 1997",http://ufcstats.com/fighter-details/9c3de7f8966326de
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",http://ufcstats.com/fighter-details/0e21976afc92e4d1
Yosdenis Cedeno,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",http://ufcstats.com/fighter-details/3e61082025db8137
Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",http://ufcstats.com/fighter-details/056c493bbd76a918
Vinicius Cenci,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 24, 1995",http://ufcstats.com/fighter-details/f21a152aaa3e95c6
Katlyn Cerminara,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",http://ufcstats.com/fighter-details/e872e9a9a902c045
Rafael Cerqueira,"6' 3""",205 lbs.,"76""",Southpaw,"Mar 15, 1990",http://ufcstats.com/fighter-details/09a4447655fd4b7b
Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",http://ufcstats.com/fighter-details/1d00756835ca67c9
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Edgar Chairez,"5' 7""",125 lbs.,"71""",Orthodox,"Jan 27, 1996",http://ufcstats.com/fighter-details/5ef94841c4bc3f86
Alex Chambers,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
Michael Chandler,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Chelsea Chandler,"5' 8""",135 lbs.,"68""",Southpaw,"Nov 23, 1990",http://ufcstats.com/fighter-details/af9efbfd63d39734
Eduardo Chapolin,"5' 7""",125 lbs.,"67""",Orthodox,"Nov 23, 1995",http://ufcstats.com/fighter-details/62f3039da2f92a8c
Morgan Charriere,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995",http://ufcstats.com/fighter-details/5b03b61f9d90125e
Jeisla Chaves,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1997",http://ufcstats.com/fighter-details/8061a3136026a673
Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",http://ufcstats.com/fighter-details/b406da701c479076
Danny Chavez,"5' 8""",145 lbs.,"67""",Orthodox,"Mar 14, 1987",http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Fabio Cherant,"6' 1""",205 lbs.,"74""",Southpaw,"Nov 25, 1994",http://ufcstats.com/fighter-details/78a68f1dade6aaf7
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",http://ufcstats.com/fighter-details/79a193111e3bc99b
